Name,L1,tR1,tR2
2-Hexanone,28.0,207.99908721985372,0.8779303113847919
Pentanol,28.0,236.0045223354268,0.6126381094583971
4-Methyl-2-pentanone,28.0,255.97538852411972,0.5549704965338482
Heptanol,28.0,536.1829327106628,0.8287973896337905
Propiophenone,28.0,881.7544709376991,1.5664703713302865
1-Nonanol,28.0,895.9606096488517,0.8616676638942745
1-Decanol,28.0,1075.7611919314647,0.8396872682075394
2-Undecanone,28.0,1099.7347845763707,0.9080269571095665
Valerophenone,28.0,1204.5673021702858,1.4098118369890795
1-Undecanol,28.0,1240.523185985556,0.8308339589644902
Hexanophenone,28.0,1368.0509213281146,1.3528867216635163
1-Dodecanol,28.0,1400.0022176772595,0.8085436226741868
2-Hexanone,28.5,212.01091817766033,0.8678775711302485
Pentanol,28.5,240.3508405327815,0.606429745262775
4-Methyl-2-pentanone,28.5,260.1235856726692,0.5501175968414252
Heptanol,28.5,543.8798713098873,0.8118350699222849
Propiophenone,28.5,888.4237818300821,1.5355762196486267
1-Nonanol,28.5,903.9311221344597,0.8437782183756926
1-Decanol,28.5,1083.7604075183422,0.8223735101406108
2-Undecanone,28.5,1107.7225372566338,0.8888086225310178
Valerophenone,28.5,1212.8973343172393,1.3776496725977578
1-Undecanol,28.5,1248.645364834376,0.813439679639178
Hexanophenone,28.5,1376.268053368821,1.3220997708739801
1-Dodecanol,28.5,1408.0838993549328,0.7920844101752381
2-Hexanone,29.0,216.17269189979305,0.8576340856191753
Pentanol,29.0,246.36143110606633,0.5980170230479436
4-Methyl-2-pentanone,29.0,266.0486001017496,0.5433030596322317
Heptanol,29.0,551.0966277343707,0.7964063583803995
Propiophenone,29.0,896.1144680227957,1.500937827719586
1-Nonanol,29.0,911.8689895168093,0.8264759712890675
1-Decanol,29.0,1091.7151347454037,0.8056401978601844
2-Undecanone,29.0,1115.6595535748856,0.8702626358287828
Valerophenone,29.0,1221.1911682015416,1.3456558566295886
1-Undecanol,29.0,1256.698761849169,0.7966707410089359
Hexanophenone,29.0,1384.5035506224954,1.292141316016919
1-Dodecanol,29.0,1416.1361458168888,0.7761287580067309
2-Hexanone,29.5,221.01783486258023,0.8459451731258532
Pentanol,29.5,251.85548623397935,0.5904811428857378
4-Methyl-2-pentanone,29.5,271.88313485263706,0.5367050038193798
Heptanol,29.5,557.3914749804159,0.7832988412652839
Propiophenone,29.5,904.0455161703053,1.4662766893228636
1-Nonanol,29.5,919.7599111831254,0.8097670654835695
1-Decanol,29.5,1099.6142843571022,0.7894854056297539
2-Undecanone,29.5,1123.5287322402055,0.8523982386642168
Valerophenone,29.5,1229.4105957076658,1.3148883707255554
1-Undecanol,29.5,1264.6741200700133,0.7805175461868635
Hexanophenone,29.5,1392.7341857861772,1.2630659735262997
1-Dodecanol,29.5,1424.1548803089177,0.7606645277162284
2-Hexanone,30.0,226.5983725979278,0.8327677840591071
Pentanol,30.0,256.0058658005533,0.584898007726623
4-Methyl-2-pentanone,30.0,276.03211911220654,0.5320908392307315
Heptanol,30.0,564.2199650478411,0.7694281689456974
Propiophenone,30.0,911.9640550798939,1.4327000922381015
1-Nonanol,30.0,927.5679115493185,0.7936994373981092
1-Decanol,30.0,1107.4308430893705,0.7739372416644089
2-Undecanone,30.0,1131.2945619102566,0.8352619215989469
Valerophenone,30.0,1237.5297217014065,1.2853841139652311
1-Undecanol,30.0,1272.5786113441104,0.764938088280915
Hexanophenone,30.0,1400.920028614404,1.234977315770393
1-Dodecanol,30.0,1432.1382259779919,0.7456757229261145
2-Hexanone,30.5,231.68811905544098,0.8210041847500795
Pentanol,30.5,260.3704708581317,0.579126085311947
4-Methyl-2-pentanone,30.5,281.1467291602703,0.5264912063498248
Heptanol,30.5,571.8401094649352,0.7543920350892468
Propiophenone,30.5,919.8469586665077,1.4008544289123797
1-Nonanol,30.5,935.2307663442747,0.7783658240181911
1-Decanol,30.5,1115.1205064243354,0.7590522532019404
2-Undecanone,30.5,1138.9065920323726,0.8189246249089923
Valerophenone,30.5,1245.542045517015,1.2571041096367244
1-Undecanol,30.5,1280.4359600353569,0.7498620744392456
Hexanophenone,30.5,1409.0312956574016,1.2079321822050864
1-Dodecanol,30.5,1440.0905327218866,0.731135736021321
2-Hexanone,31.0,235.97107357152993,0.8113051787544202
Pentanol,31.0,266.35379972165697,0.571369251203023
4-Methyl-2-pentanone,31.0,287.57235960721795,0.5195723258850453
Heptanol,31.0,578.6657076497568,0.7413079455076412
Propiophenone,31.0,927.6625215529451,1.3696908996445012
1-Nonanol,31.0,942.681903293336,0.7638549462115602
1-Decanol,31.0,1122.635622419012,0.7448853216429191
2-Undecanone,31.0,1146.332160570853,0.8034103927059544
Valerophenone,31.0,1253.448701347831,1.2299842494742237
1-Undecanol,31.0,1288.2702453060133,0.7352245982561657
Hexanophenone,31.0,1417.0547625488987,1.1819258064270328
1-Dodecanol,31.0,1448.018623315681,0.7170153432156897
2-Hexanone,31.5,240.00037823418344,0.8023433793120659
Pentanol,31.5,271.8387809130692,0.5643976290347389
4-Methyl-2-pentanone,31.5,292.0005405765058,0.5148833466225876
Heptanol,31.5,584.7568011828438,0.7299063857030437
Propiophenone,31.5,935.3479541128506,1.3399010431342602
1-Nonanol,31.5,949.9200706446453,0.7501210535660221
1-Decanol,31.5,1129.9697160083213,0.731408775536245
2-Undecanone,31.5,1153.5948460010711,0.7886253119319491
Valerophenone,31.5,1261.2604175938077,1.2039325326695312
1-Undecanol,31.5,1296.1152149184745,0.7209492064969453
Hexanophenone,31.5,1424.987296679557,1.1569198241405918
1-Dodecanol,31.5,1455.9216059314858,0.7033005609210624
2-Hexanone,32.0,244.04360535307313,0.7935031585160427
Pentanol,32.0,276.0077034621576,0.5591986788674105
4-Methyl-2-pentanone,32.0,296.4571872128659,0.5102331061358905
Heptanol,32.0,591.9922694418459,0.7167026270011555
Propiophenone,32.0,942.828039352273,1.3117199738368817
1-Nonanol,32.0,957.0914069354933,0.7368526824196702
1-Decanol,32.0,1137.2176142306425,0.7184170925978424
2-Undecanone,32.0,1160.8576842892749,0.7742113985074303
Valerophenone,32.0,1268.9978315539042,1.1788322713085446
1-Undecanol,32.0,1303.9685652042851,0.7070293634131231
Hexanophenone,32.0,1432.8427279670834,1.1328260876731389
1-Dodecanol,32.0,1463.7765379993975,0.6900147392104584
